ghi_10min,air_temp,
214,15.1,1
205.6,15.5,1
203,15,1
205.2,14.8,1
194.8,14.8,1
203.7,14.7,1
201.3,14.8,1
188.6,14.9,1
195,15.1,1
223.6,15.3,1
208.2,15.6,1
211.1,15.8,1
255.5,16.04,1
285.7,16.34,1
329.8,17.16,1
402.4,18,1
344.3,18.4,1
289.5,18.78,1
305.3,18.9,1
306.2,18.5,1
298.7,18.5,1
277.1,18.8,1
253.3,18.4,1
223.5,18.1,1
195.2,18,1
167.1,18.1,1
138,18.3,1
138.2,17.8,1
94.5,17.4,1
34.24,17.02,1
21.71,16.8,1
7.66,16.2,1
9.79,4.22,1
4,4.4,1
12.44,5,1
72.37,5.6,1
36.6,6.12,1
47.14,6.2,1
72.25,6.9,1
207.2,7.32,1
266.8,7.96,1
163.8,9.1,1
254.7,10.14,1
264.1,10.86,1
200.7,11.78,1
223.8,12.7,1
230.6,12.7,1
185.6,13,1
438,13.3,1
220.3,13.9,1
287.8,14.2,1
280.6,14.3,1
345.9,15,1
265.7,14.8,1
307.7,14.6,1
292.8,15.3,1
274.7,15.6,1
350,15.72,1
270.6,16.34,1
702.1,16.6,1
639.9,17.48,1
576.1,18.34,1
366.8,18.1,1
254,17.7,1
227.3,17.32,1
211.9,17.1,1
378.1,17.1,1
561.8,17.62,1
617.6,18.38,1
465.7,18.84,1
171.5,18.82,1
391.4,18.56,1
358.6,18.5,1
314.2,18.8,1
316.5,19,1
271.2,18.94,1
277.6,18.98,1
197.8,18.6,1
184.3,18.5,1
245,18.5,1
258.3,18.7,1
190,19,1
104.8,18.58,1
71.9,18.2,1
67.34,17.7,1
48.87,17.4,1
29.46,17.1,1
22,16.9,1
26.65,16.7,1
24.36,16.6,1
23.03,16.4,1
10.76,16.3,1
2.02,16.2,1
3.08,10.1,1
5.09,10.7,1
19,10.6,1
38.01,10.8,1
60.2,11.3,1
88.8,11.6,1
92.3,11.3,1
108.7,11.6,1
144.1,12,1
150.5,12.7,1
190.1,13.2,1
225,13.9,1
261.1,14.84,1
194.6,15.4,1
235.4,15.68,1
233.7,15.9,1
216.6,16,1
247.1,16.34,1
141.3,16.3,1
230.2,15.8,1
274,16,1
296,16.5,1
282,16.1,1
221.1,16.1,1
201.8,16.4,1
267.5,16.6,1
275.6,16.6,1
312.7,16.72,1
441.6,17.3,1
388.2,17.9,1
302.1,18.72,1
470.2,18.94,1
397.3,18.66,1
385,18.86,1
447.6,19.44,1
467.7,19.54,1
451.2,19.9,1
422.5,19.7,1
455.8,19.7,1
469.9,19.8,1
301.3,20.1,1
391.9,20,1
452.2,20.3,1
383,20.5,1
350.6,20.6,1
212.9,20.58,1
270.4,20.2,1
199.8,20,1
169.6,20,1
146.8,19.9,1
107.4,19.8,1
136.8,19.8,1
97.9,19.5,1
81.7,19.5,1
59.45,19.4,1
59.85,19.3,1
49.68,19.3,1
22.8,19.2,1
19.47,19.1,1
12.83,18.8,1
5.44,18.5,1
0.72,12.8,1
1.17,12.8,1
3.31,12.9,1
4.92,12.9,1
7.29,12.9,1
10.94,12.9,1
13.82,13.02,1
18.81,13.2,1
32.66,13.3,1
29.66,13.5,1
40.54,13.7,1
33.55,13.8,1
48.21,13.84,1
23.93,13.9,1
39.41,13.9,1
51.9,14,1
59.1,14.1,1
71.95,14.2,1
58.16,14.3,1
76.02,14.4,1
59.99,14.5,1
42.7,14.5,1
43.04,14.6,1
41.49,14.62,1
43.78,14.7,1
57.86,14.8,1
34.87,14.9,1
38.55,14.9,1
57.39,15,1
47.08,15,1
37.24,15.1,1
37.1,15.2,1
46.1,15.3,1
41.63,15.3,1
32.07,15.4,1
47.64,15.4,1
41.09,15.5,1
33.99,15.5,1
52.09,15.4,1
50,15.2,1
47.03,15,1
23.42,15,1
35.55,15,1
24.16,14.96,1
47.33,14.9,1
32.73,14.9,1
29.14,14.9,1
39.96,14.9,1
32.54,14.9,1
26.78,15,1
19.28,14.94,1
13.39,14.9,1
17.52,14.9,1
14.68,14.8,1
7,14.8,1
6.97,14.8,1
11.31,14.8,1
7.62,14.8,1
3.62,14.8,1
2.09,14.7,1
0.27,14.7,1
3.08,0.74,1
2.48,1,1
13.98,0.94,1
40.2,0.66,1
85.5,1.3,1
116.6,2.32,1
144.5,3,1
176.3,3.94,1
207.7,4.72,1
238.8,5.54,1
258.5,6.1,1
295,6.9,1
324.6,7.5,1
352.4,8,1
380.9,8.16,1
406,8.26,1
428.9,9.02,1
451.6,9.6,1
473.7,10.2,1
494.1,10.46,1
513.6,10.78,1
528.5,10.84,1
544.3,10.62,1
562.4,11.02,1
572,10.9,1
577.7,11.76,1
592.7,11.7,1
585.1,12.2,1
573,12.42,1
586.8,12.32,1
579.2,12.5,1
495.5,13,1
445.3,12.86,1
505.6,12.8,1
512.3,13.34,1
463.8,12.92,1
495.3,12.56,1
449.2,12.92,1
429.2,12.9,1
383.3,13.08,1
478.6,12.8,1
444.1,12.8,1
383.5,13,1
391.2,13.22,1
431.1,13.4,1
367.5,13.18,1
376.3,13.08,1
306.3,13.02,1
249.7,12.98,1
179,12.6,1
183,12.5,1
160.9,12.4,1
126.9,12.2,1
100.7,11.98,1
99.5,11.7,1
106.2,11.8,1
95,11.7,1
63.21,11.7,1
47.5,11.5,1
25.81,11.3,1
20.91,11.2,1
7.65,11,1
2.02,10.9,1
2,6.78,1
1.5,6.8,1
9.81,6.9,1
16.6,6.9,1
29.24,7,1
36.01,7.1,1
45.93,7.24,1
76.84,7.4,1
84.6,7.6,1
96.2,7.7,1
87.4,7.8,1
87.7,7.8,1
122.4,7.9,1
172.2,8.2,1
164.5,8.5,1
182.5,8.6,1
200.9,8.82,1
230.4,9.1,1
168.3,9.2,1
166.6,9.3,1
174.8,9.3,1
193.6,9.4,1
178.7,9.4,1
226.6,9.2,1
339.7,9.4,1
350.5,9.5,1
408.9,9.56,1
353.8,9.88,1
307,9.94,1
259.8,9.96,1
238.1,10.1,1
297.7,10.18,1
274.1,10.3,1
240.1,10.36,1
257.1,10.3,1
172.8,10.4,1
209.2,10.4,1
142.2,10.4,1
161.2,10.4,1
208.6,10.9,1
148.8,10.8,1
132.8,10.66,1
132.3,10.5,1
91.8,10.6,1
76.92,10.5,1
66.8,10.4,1
103.2,10.3,1
134.2,10.4,1
167.3,10.3,1
130.1,10.1,1
86.1,9.7,1
143.5,9.58,1
122.9,9.6,1
53.13,9.5,1
71.93,9.4,1
63.95,9.5,1
30.73,9.6,1
52.59,9.7,1
27.94,9.8,1
28.31,9.7,1
28.36,9.5,1
15,9.6,1
1.86,9.6,1
0.46,8.4,1
5.28,8.5,1
7.18,8.6,1
11.5,8.7,1
24.33,8.7,1
22.46,8.8,1
33.65,8.9,1
25.09,8.9,1
43.11,9,1
64.23,9.1,1
65.98,9.2,1
117.1,9.4,1
121.7,9.54,1
92.6,9.7,1
74.24,9.6,1
66.5,9.6,1
65.62,9.6,1
55.41,9.7,1
56.74,9.7,1
56.41,9.7,1
69.61,9.7,1
80.2,9.7,1
46.15,9.7,1
60.29,9.5,1
34.51,9.48,1
50.78,9.4,1
118.4,9.5,1
91.3,9.8,1
107.8,9.8,1
116.3,9.9,1
108.4,9.9,1
109.5,10.1,1
106.8,10.1,1
127,10.1,1
91.2,10.2,1
104,10.2,1
83.4,10.3,1
43.27,10.3,1
43.15,10.3,1
42.42,10.3,1
33.9,10.2,1
40.14,10.2,1
38.78,10.1,1
25.46,10,1
25.53,9.9,1
34.13,9.9,1
46.81,9.98,1
31.77,10.1,1
42.81,10.1,1
47.84,10,1
41.21,10,1
44.05,9.9,1
29.77,9.8,1
46.59,9.6,1
21.43,9.6,1
17.07,9.5,1
11.37,9.6,1
10.06,9.4,1
7.62,9.2,1
7.89,9.1,1
5.73,9,1
3.5,9.1,1
0.26,9.1,1
1.15,10.7,1
3.33,10.7,1
3.81,10.7,1
9.63,10.7,1
13.11,10.8,1
14.72,10.9,1
19.75,11,1
27.58,11.1,1
29.8,11.1,1
35.9,11.2,1
41.52,11.3,1
34.87,11.3,1
38.23,11.4,1
29.22,11.4,1
32.4,11.5,1
51.49,11.6,1
77.46,11.8,1
82.1,11.94,1
90.4,12.1,1
93.3,12.28,1
105,12.3,1
103.6,12.4,1
65.95,12.4,1
67.26,12.28,1
77.98,12,1
104.7,11.9,1
129.4,11.9,1
178.2,12,1
181.2,12,1
193.9,12,1
155.2,12.1,1
120.9,12.2,1
121.4,12.2,1
101.8,12.2,1
91.7,12.1,1
89.9,11.9,1
76.42,11.7,1
68.44,11.66,1
49.2,11.7,1
37.92,11.7,1
29.17,11.7,1
34.29,11.7,1
41.65,11.8,1
45.12,11.9,1
28.42,12,1
49.62,12.1,1
50.98,12.1,1
43.86,12.06,1
29.63,12.1,1
14.23,12,1
21.99,12.1,1
11.98,12.2,1
15.86,12.2,1
8.34,12.2,1
6.57,12.2,1
14.41,12.2,1
5.81,12.2,1
3.5,12.4,1
5.93,12.5,1
2.95,12.5,1
2.26,12.5,1
0.06,12.5,1
0.72,12.7,1
1.03,12.7,1
3.93,12.6,1
5.08,12.6,1
5.92,12.6,1
11.24,12.6,1
19.35,12.6,1
17.95,12.6,1
24.35,12.6,1
29.38,12.62,1
30.21,12.7,1
24.98,12.7,1
19.92,12.7,1
26.54,12.6,1
51.34,12.7,1
55.69,12.76,1
97.3,12.8,1
72.1,12.9,1
64.36,12.9,1
115.8,13,1
77.81,13.1,1
73.91,13.1,1
65.94,13.2,1
102.5,13.2,1
104.6,13.2,1
76.66,13.2,1
66.47,13.2,1
49.23,13.1,1
40.58,13.1,1
47.51,13.1,1
33.46,13,1
26.95,13,1
26.81,13,1
70.93,13,1
73.79,13.1,1
38.97,13.1,1
34.58,13.06,1
46.61,13,1
55.82,13.1,1
59.77,13.1,1
54.89,13.2,1
98.8,13.3,1
54.3,13.3,1
74.3,13.4,1
67.32,13.4,1
77.72,13.5,1
107.7,13.42,1
122.2,13.52,1
97.1,13.64,1
41.4,13.6,1
31.27,13.6,1
32.22,13.52,1
36.87,13.5,1
38.54,13.5,1
41.68,13.5,1
51.19,13.6,1
62.13,13.6,1
58.23,13.7,1
41.59,13.9,1
26.99,13.8,1
23.38,13.86,1
25.69,13.96,1
10.34,14,1
0.2,12,1
0.58,12,1
2.57,12,1
7.51,12.1,1
22.94,12.1,1
38.11,12.12,1
45.1,12.2,1
60.84,12.3,1
79.36,12.3,1
92.7,12.5,1
110,12.6,1
97.2,12.7,1
154.1,12.8,1
129.2,12.8,1
205.8,12.9,1
196,13.2,1
214.3,13.5,1
268.5,13.74,1
180.5,13.9,1
244.9,14.1,1
214,14.28,1
225.5,14.4,1
272.6,14.14,1
192.2,14.3,1
283.7,14.48,1
157.3,14.22,1
149.3,14.46,1
173.6,14.5,1
271.3,14.84,1
354.6,15.38,1
254.7,15.8,1
251.9,15.5,1
224.4,15.9,1
235.1,15.44,1
182.4,15.4,1
203.4,15.2,1
259.8,15.36,1
315.7,15.52,1
222.9,15.84,1
204,15.84,1
183.5,15.9,1
153.9,15.7,1
206.1,15.6,1
274.2,16,1
548.1,16.48,1
303.5,16.84,1
166.2,17.1,1
93.8,16.4,1
565.1,16.3,1
471.4,17.02,1
290.8,17.3,1
364.4,16.92,1
198.7,16.9,1
212.7,17.3,1
236.1,17.2,1
171,17.3,1
172,17,1
145.9,16.8,1
120.9,16.6,1
87.9,16.36,1
67.01,16,1
31.56,15.8,1
15.64,15.5,1
3.45,15.04,1
3.44,6.42,1
3.22,6.52,1
8.97,6.8,1
18.86,6.9,1
36.15,7.3,1
43.78,7.6,1
57.12,7.8,1
97.5,7.8,1
145.4,8.14,1
267,8.64,1
302.1,9.48,1
318,10.88,1
365.3,11.2,1
354.1,11.48,1
397.2,11.92,1
429.3,12.6,1
463,13.2,1
388.2,13.52,1
462.1,14.6,1
438.7,15,1
502.8,15,1
514.6,15.28,1
559.2,15.7,1
540,16,1
592.8,16.2,1
596.7,16.4,1
620.4,16.48,1
595.9,16.64,1
652.1,17.18,1
702,17.1,1
673.5,17.28,1
710.2,17.7,1
687.2,18.42,1
654.1,17.88,1
641.5,17.48,1
657.8,18.5,1
616.3,18.4,1
606.1,18.1,1
556.1,18.7,1
447.7,18.5,1
606.1,18.56,1
564.8,18.86,1
532.2,18.58,1
480.1,19.06,1
501.2,19.16,1
508,19.76,1
225.8,19.62,1
211.3,19.16,1
198.3,18.58,1
264.9,18.6,1
271.5,18.5,1
221.7,18.3,1
185,18.2,1
114.4,18.1,1
89.4,17.7,1
63.08,17.2,1
86.7,17,1
97.1,16.9,1
55.23,16.6,1
41.02,16.4,1
37.3,16.2,1
17.87,16,1
15.64,15.86,1
3.2,15.7,1
3.84,9.3,1
10.15,9.04,1
38.73,9.2,1
63.44,9.52,1
79.24,9.8,1
52.15,9.9,1
66.24,10,1
93.5,10.22,1
132.9,10.6,1
211.3,10.9,1
253.6,12.02,1
234.7,12.6,1
188,12.6,1
153.9,12.7,1
179.7,12.88,1
203.8,13.1,1
307.5,13.6,1
416.9,14.02,1
410.9,14.04,1
543.4,14.66,1
559.4,16,1
418.6,16.3,1
566.4,15.3,1
585.5,16.7,1
488.1,17.24,1
637.3,17.02,1
631.6,17.34,1
490.9,17.56,1
454,17.66,1
517.2,17.28,1
553,17.5,1
378,16.98,1
553,17.8,1
551,17.56,1
461.4,17.62,1
472.1,18.24,1
598,17.82,1
486.8,18.12,1
471.1,18.7,1
608.6,18.3,1
262.1,18.46,1
313.2,18,1
412.3,18.6,1
322.7,18.4,1
453.4,18.4,1
493.2,19.1,1
448.1,19.04,1
272,19.5,1
214.3,18.8,1
250.2,18.34,1
214.7,18.2,1
188,18.4,1
186.5,18.18,1
138.1,18,1
133.9,17.6,1
131.6,17.5,1
119.7,17.42,1
82.2,17.2,1
73.99,17.1,1
53.48,17,1
33.35,16.7,1
21.68,16.4,1
11.72,16.1,1
2.1,15.84,1
1.74,10.68,1
3.75,10.9,1
17.27,11.06,1
29.55,11.2,1
38.38,11.3,1
76.1,11.4,1
153.3,11.7,1
68.09,12.4,1
85.5,12.1,1
122.5,12.3,1
113.8,12.4,1
250.1,12.6,1
211.4,13,1
182.7,13.1,1
234.2,13.46,1
240.5,13.6,1
219.1,13.9,1
655.3,14.44,1
173.8,14.64,1
168.6,14.36,1
506.1,14.3,1
665,15.18,1
189.5,15.18,1
293.9,15.3,1
470.6,16.14,1
249.6,15.4,1
225.6,15.5,1
247,15.3,1
793.1,16.1,1
570.5,17.32,1
111.6,15.5,1
790.9,16.28,1
279.3,17.2,1
167.7,16.6,1
727.5,16.3,1
684.7,16.4,1
694.1,16.6,1
539.6,16.8,1
693.6,17.08,1
730.3,17.4,1
94.7,17.16,1
461.8,17.24,1
130.4,16.7,1
612.7,17.2,1
670.3,17.46,1
554.1,17,1
526,17.22,1
502.3,17.38,1
480.2,17.24,1
454.5,17.3,1
430.2,17.22,1
403,17.1,1
376.8,17.3,1
344.4,17.4,1
323.7,17.46,1
294.7,17.1,1
265.9,17.2,1
236.6,17,1
148.4,17.2,1
175.7,16.9,1
141,16.64,1
75.04,16.3,1
29.92,16.1,1
44.29,15.8,1
17.31,15.5,1
3.5,15.2,1
6.76,5.28,1
14.57,5,1
42.77,5,1
69.19,5.4,1
108.7,5.76,1
96.1,5.9,1
112.9,6,1
98.8,6.3,1
228.7,6.62,1
240.5,7.44,1
235.2,8.1,1
295.7,8.4,1
338,9.04,1
340.5,9.5,1
336.9,9.9,1
420.7,10.34,1
267,10.8,1
444.4,11.3,1
434.9,11.6,1
469.2,11.88,1
574.7,12.3,1
434,12.8,1
431.9,13.2,1
266.8,13,1
388.9,12.5,1
603.7,13.4,1
612.5,13.6,1
652.1,14.4,1
546.6,14.36,1
546.7,14.3,1
434.1,14.28,1
597,14.72,1
598.3,15.2,1
688.6,15.42,1
436.1,15.8,1
647.7,16,1
762.7,16.64,1
794.4,17.94,1
809,17.5,1
628.1,18,1
522.4,17.84,1
621.5,18.22,1
684.8,18.32,1
303.3,18.6,1
179.7,18.94,1
433.8,18.78,1
381.8,19.2,1
135.9,18.7,1
516.9,18.8,1
485.5,18.64,1
454.1,19.04,1
415.3,19.3,1
384.1,19.5,1
357.8,19.26,1
329.6,19.3,1
306.5,19,1
270.3,19.1,1
237,19.1,1
203.6,19.1,1
170,18.7,1
138,18.5,1
90.5,18.3,1
73.44,18,1
43.96,17.88,1
20.48,17.6,1
4.78,17.16,1
4.62,4,1
5.8,4.56,1
26.32,4.62,1
73.23,5.2,1
110,5.66,1
132.7,6.3,1
164.5,6.72,1
196,7.58,1
231.8,8.42,1
247.5,9.24,1
286.8,9.5,1
322.7,10.18,1
355.6,10.98,1
384,11.16,1
409.5,11.7,1
435.2,12.54,1
461.7,12.98,1
488.8,13.38,1
510.9,13.96,1
524.8,13.8,1
556.1,15.08,1
574.7,15.42,1
591,15.4,1
608.3,16.14,1
623.7,16.26,1
638.3,17.16,1
629.2,17.4,1
660.6,17.44,1
669.2,17.8,1
676.3,18.08,1
690.1,18.1,1
687.5,18.54,1
686.9,19,1
686.4,19.6,1
677.4,19.34,1
626.5,19.28,1
675.7,19.9,1
667.9,19.8,1
658.5,20.1,1
649.7,19.9,1
638.3,20.04,1
625.1,20.26,1
611.7,20.1,1
596.2,20.2,1
579.6,20.1,1
561,20.34,1
539.9,20.6,1
518.2,20.3,1
495,20.6,1
471.2,20.4,1
445.5,20.5,1
419.6,20.48,1
392.8,20.4,1
365.2,20.3,1
339.3,20.3,1
305.6,20.06,1
276.3,20.36,1
245.9,20.1,1
214,19.9,1
178.3,19.72,1
152.3,19.7,1
120,19.66,1
86.8,19.5,1
57.06,19.3,1
34.19,19.1,1
8.49,18.8,1
3.08,7.4,1
2.54,7.3,1
14.24,7.1,1
48.02,6.38,1
91.7,6.5,1
121.9,6.78,1
150.9,7.72,1
184.1,9.08,1
217.5,10.12,1
249.8,11.2,1
281.2,11.5,1
312.4,12.12,1
342.4,12.8,1
372.4,13.64,1
403,14.1,1
430,15.1,1
457.6,15.76,1
486.1,16,1
511.5,16.4,1
468.3,16.48,1
561.3,16.6,1
465.5,17.04,1
545.2,17.4,1
511.6,17.2,1
582.2,17.5,1
646.3,17.32,1
655.3,17.82,1
604.9,18.32,1
651.9,18.34,1
601,18.3,1
654.3,18.62,1
710.6,18.9,1
711,19.3,1
675.1,19.5,1
713.1,19.82,1
697.4,19.8,1
696.7,19.98,1
684.7,20,1
679.1,20.2,1
670.2,20.74,1
658.5,20.9,1
645.6,20.82,1
632.5,21.14,1
616,21.24,1
599,21.3,1
580.3,21.8,1
559.2,21.56,1
537,21.2,1
515,21.4,1
490.7,21.6,1
467.5,21.6,1
441,21.5,1
413.4,21.6,1
385,21.4,1
355.4,21.66,1
324.9,21.5,1
295,21.5,1
264,21.5,1
233.8,21.3,1
203.3,21.1,1
172.1,21,1
140.8,20.7,1
107.2,20.6,1
74.66,20.4,1
44.26,20.3,1
11.04,20,1
3.85,19.58,1
4.77,7.92,1
5.9,7.64,1
25.01,7.68,1
72.34,7.56,1
108.8,8,1
136,8.66,1
168,9.58,1
201.6,10.74,1
235,11.68,1
267.5,12.3,1
299.3,12.78,1
330.4,13.36,1
361.1,13.74,1
391.5,14.12,1
419.2,14.58,1
446.8,15.88,1
473.2,15.98,1
497.7,16.3,1
522.5,17,1
544.8,17.4,1
566,17.5,1
586.5,18.44,1
604.5,18.26,1
621.4,18.66,1
636.1,19,1
649.5,19.22,1
663,19.4,1
672.8,20.04,1
681.7,19.8,1
689,20.1,1
695.4,20.2,1
699.5,20.58,1
702.2,20.64,1
703.5,20.8,1
702,21,1
697.2,21.2,1
693.8,21.1,1
686.3,21.36,1
678.4,21.7,1
670.4,21.5,1
657.2,21.7,1
647.8,21.6,1
631.2,21.6,1
614.5,21.32,1
598.5,21.4,1
578.8,21.7,1
560,21.86,1
537.8,21.84,1
515.8,22.1,1
491.4,22.3,1
465.9,21.98,1
439.6,22.32,1
411.5,22.4,1
382.8,22.5,1
352.3,22.2,1
322.6,22.2,1
291.8,21.82,1
260.2,22,1
229.4,22,1
198.3,21.82,1
166.6,21.8,1
135.3,21.86,1
101.6,21.04,1
69.58,20.9,1
38.85,20.7,1
10.47,20.4,1
2.65,20,1
5.59,5.4,1
7.28,5.3,1
30.56,5.5,1
76.15,6.06,1
112.1,6.46,1
139.1,7.24,1
172.5,8.46,1
206.1,9.34,1
238.7,10.12,1
269.8,10.74,1
300.7,11.82,1
330.7,12.5,1
360.7,13.24,1
389.7,14.8,1
417.7,15.24,1
444.8,15.7,1
470.8,16.12,1
496.4,16.6,1
520.6,17.5,1
541.8,17.88,1
563.4,18.46,1
583.7,18.14,1
600.7,19,1
616.6,19.42,1
631.7,19.8,1
644.3,20.32,1
657.8,20.42,1
671.3,20.7,1
645.9,21,1
690.7,21.3,1
694,20.8,1
699.1,20.96,1
700.2,21.46,1
701.9,22.52,1
700.4,22.1,1
699.9,22.56,1
695.1,22.4,1
688.8,22.9,1
680.5,22.7,1
671,22.8,1
661.7,22.4,1
649.4,22.9,1
633.4,23.46,1
619.6,23.6,1
600.9,23.1,1
585.9,23.4,1
563.4,23.74,1
538.9,23.36,1
517.5,23.44,1
492.2,23.6,1
470.1,23.74,1
443.5,23.56,1
416,23.08,1
388.3,23.96,1
359.5,23.6,1
327.4,23.8,1
295.3,24.34,1
261.6,23.4,1
230.9,23.52,1
199.1,23.86,1
168.5,23.32,1
137.2,23.1,1
103.6,22.7,1
68.16,22.3,1
41.15,21.9,1
10.65,21.54,1
3.33,21.1,1
5.18,7,1
7.35,6.98,1
23.8,8.42,1
73.31,8.9,1
107.8,8.64,1
132.8,9.06,1
166.6,10.14,1
200.6,10.9,1
233.2,11.3,1
263.7,11.84,1
294.8,12.68,1
325.2,13.7,1
355.1,14.08,1
386.4,14.92,1
416.2,15.54,1
443.8,16.12,1
471.4,16.12,1
496.3,16.98,1
519,17.48,1
540,17.96,1
562.9,18.98,1
584.5,19.28,1
601.7,19.52,1
616,19.96,1
632.2,20.06,1
644.2,20.44,1
659,20.32,1
670.4,20.74,1
678.9,20.48,1
685.2,20.1,1
692.7,21.2,1
697.7,21.18,1
704.1,21.6,1
694.8,22.14,1
700.5,22.46,1
698.4,23.2,1
696,22.46,1
676.4,22.7,1
683.4,23.12,1
670.5,22.98,1
661.1,23.44,1
646.1,22.7,1
631.9,23.68,1
618.4,23.42,1
601.8,23.64,1
588.9,24.04,1
477.5,24.24,1
517,23.8,1
524.9,23.9,1
332.9,23.94,1
482.7,24.26,1
373.4,24.4,1
228,23.26,1
304.8,23,1
188,22.72,1
181.1,22.7,1
201.1,22.24,1
259.1,22.5,1
209.6,22.6,1
156.2,22.6,1
93.9,22.22,1
87.2,21.7,1
122.6,21.4,1
43.55,21.36,1
29.62,20.82,1
15.12,20.4,1
3.55,20,1
0.77,11.48,1
3.12,11.6,1
22.84,11.7,1
34.27,11.8,1
48.62,12.04,1
66.98,12.2,1
79.08,12.5,1
84,12.8,1
45.87,13,1
38.53,12.9,1
34.07,13,1
29.58,13.1,1
42.26,13.1,1
46.53,13.2,1
77.84,13.2,1
87.4,13.2,1
115.7,13.3,1
117.7,13.3,1
75.58,13.2,1
78.3,13,1
75.77,13.08,1
102.8,13,1
105.9,13.1,1
86.2,13.1,1
81.2,13.2,1
84.9,13.2,1
93.5,13,1
116.3,12.9,1
156.7,12.9,1
151.1,13.1,1
143.3,13.2,1
190.1,13.2,1
177.2,13.5,1
164.1,13.5,1
287.6,13.82,1
401.7,14.4,1
385.9,14.9,1
770.8,15.72,1
689.7,16.4,1
707.2,17.4,1
443.7,16.9,1
270.7,17.38,1
383.1,17.1,1
386.4,17.72,1
209.2,17.5,1
380.1,17.5,1
234.7,17.9,1
269.4,17.7,1
208.6,17.72,1
225.6,17.6,1
147.4,17.4,1
130.1,17.3,1
102,17.1,1
133.5,17.3,1
109.7,17.4,1
100.6,17.4,1
68.85,17.3,1
38.47,16.7,1
33.02,16.7,1
19.89,16.5,1
13.11,16.1,1
12.06,15.56,1
8.5,15.4,1
6.47,15,1
4,14.4,1
2.27,14.1,1
0.48,13.66,1
9.06,11.2,1
11.2,11.2,1
16.82,11.1,1
36.73,11.1,1
26.98,11.1,1
48.57,11.1,1
44.79,11.4,1
42.21,11.5,1
36.53,11.6,1
77.21,11.6,1
89.7,11.76,1
140.7,11.98,1
114.8,12.1,1
223.8,12.36,1
169.4,12.7,1
201.2,12.9,1
134.8,12.8,1
171.4,12.6,1
219.3,12.92,1
176.1,13,1
128.1,13.1,1
174,13.2,1
232.4,13.3,1
193.4,13.02,1
226,12.94,1
276.5,13.48,1
117.1,13.14,1
50.31,12.46,1
58.96,12.2,1
273.8,12.1,1
245.4,12.3,1
696.2,12.72,1
483.1,13.34,1
398.6,14,1
123.5,13.9,1
62.5,14,1
271.6,12.64,1
149.6,13.16,1
80.8,13.36,1
290.2,13.6,1
130.9,15.12,1
137.2,15.3,1
449.1,15.64,1
258,16,1
188.7,16.6,1
811,17.1,1
149.5,17.26,1
660.1,17.4,1
551.8,17.92,1
528.3,17.52,1
438,17.84,1
389.3,18,1
362.6,17.8,1
269.5,17.62,1
340.2,17.6,1
314.6,17.66,1
322.1,17.8,1
245.7,17.6,1
194.9,17.42,1
97.6,17.26,1
79.67,16.8,1
78.62,16.5,1
66.79,16.3,1
41.73,16.1,1
29.16,15.9,1
20.36,15.6,1
6.46,15.2,1
0.5,15,1
0.79,10.6,1
2.04,10.7,1
2.91,10.7,1
5.27,10.7,1
4.91,10.8,1
7.59,10.9,1
19.08,10.9,1
19.05,10.9,1
22.44,10.9,1
28.8,10.9,1
30.48,10.9,1
27.69,11.28,1
89.6,11.4,1
43.24,11.74,1
38.69,11.9,1
75.66,12,1
28.63,11.88,1
30.13,11.88,1
42.12,11.9,1
94.2,12.16,1
37.59,12.5,1
38.49,12.5,1
56.63,12.3,1
72.35,12,1
49.53,11.9,1
49.1,11.9,1
145.1,11.9,1
105.6,11.9,1
80.3,11.64,1
86.6,11.5,1
37.9,11.6,1
4.21,11.5,1
7.73,11.1,1
11.07,10.8,1
17.37,10.8,1
10.61,10.7,1
34.32,10.7,1
96.5,11.1,1
185.1,11.38,1
163.3,11.7,1
50.77,11.9,1
48.28,11.9,1
20.7,11.9,1
46.27,11.8,1
24.98,11.7,1
51.23,11.7,1
33.69,11.5,1
8.92,11.5,1
8.37,11.4,1
17.13,11.2,1
17.9,11.1,1
32.66,11.2,1
60.55,11.22,1
47.73,11.44,1
32.02,11.62,1
16.86,11.7,1
10.12,11.8,1
18.95,11.9,1
22.35,11.9,1
15.02,11.9,1
12.13,11.9,1
8.42,12,1
16.97,12,1
54.86,12,1
30.01,12.1,1
15.3,12.1,1
1.42,12,1
3.08,12.3,1
5.87,12.2,1
30.31,12.1,1
33.41,12.3,1
40.97,12.6,1
38.58,12.8,1
50.26,12.9,1
81.3,13.2,1
106.3,13.28,1
99.6,13.5,1
121.3,13.8,1
149.7,14,1
141,14.1,1
122.7,14.1,1
146.4,14.1,1
157.1,14.2,1
119.8,14.4,1
99.5,14.5,1
80.8,14.3,1
101,14.3,1
160,14.46,1
182.4,14.9,1
178.3,15.4,1
192.9,15.8,1
283.9,16.38,1
364.3,16.82,1
173.4,17.1,1
126.6,16.7,1
184.4,16.6,1
279.1,17.18,1
599.2,18.16,1
748,19,1
751.3,19.1,1
545,19.4,1
813,19.74,1
911,19.16,1
927,19.96,1
365.2,19.68,1
884,19.3,1
789.5,19.64,1
722.5,20.14,1
692,19.8,1
699.7,20.3,1
669.4,20,1
669.2,19.9,1
643.5,19.8,1
688.8,20.1,1
603.3,20.34,1
568.8,19.8,1
546.7,19.7,1
529.2,19.76,1
496.7,19.7,1
164.9,19.12,1
144.8,18.52,1
356.2,18.54,1
194.9,18.7,1
309.7,18.58,1
