ghi,air_temp,,
551.7,12.46,4566,1
533,14.46,4567,1
459.5,15.54,4568,1
339.1,17.06,4569,1
184.9,17.4,4570,1
15.51,14.3,4571,1
41.06,7.2,4572,1
102.6,8.4,4573,1
295.3,10.3,4574,1
347.7,13.5,4575,1
295.1,13.6,4576,1
597.3,17.02,4577,1
482.8,18.2,4578,1
416.3,18.7,4579,1
101.4,19.06,4580,1
13.17,16.56,4581,1
11.32,12.1,4582,1
34.38,12.7,4583,1
96.2,13.8,4584,1
142.5,15.4,4585,1
231.2,16.1,4586,1
234.1,16.5,4587,1
333.1,18.32,4588,1
391.6,19.72,4589,1
90.3,17.8,4590,1
42.3,16.82,4591,1
54.3,5.5,4592,1
225.1,9.72,4593,1
373.2,11.24,4594,1
481.6,12.7,4595,1
542.1,14.8,4596,1
545.9,16,4597,1
491.4,16.76,4598,1
379.6,17.8,4599,1
119,17.5,4600,1
64.03,16.34,4601,1
21.64,7.2,4602,1
66.72,7.8,4603,1
287.5,12,4604,1
492.9,14.4,4605,1
425.7,16.8,4606,1
566.1,18.3,4607,1
508.8,19.8,4608,1
410.9,20.62,4609,1
271.3,20.8,4610,1
138.3,19.3,4611,1
2.25,4.9,4612,1
156.5,8.6,4613,1
317.7,12.2,4614,1
447.3,14.22,4615,1
529.3,16.06,4616,1
553.5,17.4,4617,1
520.7,18.3,4618,1
435.1,18.7,4619,1
303.1,19.3,4620,1
145.9,19.6,4621,1
1.64,18.24,4622,1
140.9,8.6,4623,1
318.2,12.1,4624,1
462.1,14.86,4625,1
557.7,18.1,4626,1
596.2,20.22,4627,1
578.2,22.7,4628,1
501.9,23.5,4629,1
372.5,22.8,4630,1
206.3,22.3,4631,1
24.33,21.1,4632,1
65.77,7.6,4633,1
98.2,10.3,4634,1
335.4,14.4,4635,1
644.1,17.2,4636,1
399.4,18.12,4637,1
345.7,18.2,4638,1
365.3,18.9,4639,1
379.9,18.9,4640,1
143.3,19.4,4641,1
46.96,18.3,4642,1
22.21,7.38,4643,1
137.6,11.1,4644,1
345,13.24,4645,1
260.2,14,4646,1
369.3,17.08,4647,1
618.7,18.9,4648,1
334.6,19.82,4649,1
264.1,20.3,4650,1
140.8,19.7,4651,1
68.65,18.9,4652,1
1.74,7.48,4653,1
60.26,8.9,4654,1
332.8,11.32,4655,1
431.3,16.36,4656,1
522.6,17.96,4657,1
585.3,19.2,4658,1
424.1,20.4,4659,1
360.4,20.2,4660,1
178.2,19.6,4661,1
119.1,19.7,4662,1
18.09,17.5,4663,1
89.6,9.38,4664,1
205.7,11.7,4665,1
194.7,13.14,4666,1
447.5,17.9,4667,1
535,19.64,4668,1
454.3,20.22,4669,1
270,19.8,4670,1
194.9,20.4,4671,1
144.8,19.6,4672,1
58.28,19.34,4673,1
14.81,8.92,4674,1
216.4,11.3,4675,1
143.3,13.1,4676,1
292.6,14.9,4677,1
225.5,16.2,4678,1
192.7,16.8,4679,1
213.9,16.4,4680,1
186.7,16.5,4681,1
84.4,15.7,4682,1
42.63,15.2,4683,1
1.26,14.3,4684,1
16.47,13.9,4685,1
32.07,13.18,4686,1
56.97,13.2,4687,1
52.92,14.38,4688,1
18,16.3,4689,1
30.3,13.36,4690,1
26.02,13.4,4691,1
46.22,13.4,4692,1
13.56,14.1,4693,1
3.61,14.7,4694,1
8.85,13.9,4695,1
136.8,14.7,4696,1
170.3,15.5,4697,1
159.2,16.5,4698,1
120.3,14.9,4699,1
304.7,15.5,4700,1
285.4,16.88,4701,1
84.4,17.2,4702,1
467.7,16.44,4703,1
55.79,17,4704,1
1.69,15.9,4705,1
30.49,13.4,4706,1
7.03,14.2,4707,1
12.04,14.5,4708,1
175.8,15.8,4709,1
21.4,16.12,4710,1
144.6,15.38,4711,1
38.72,14.38,4712,1
34.07,14.4,4713,1
92.6,15.1,4714,1
30.65,14.8,4715,1
12.25,12.7,4716,1
279.5,14.12,4717,1
189.3,14.54,4718,1
515.4,16.7,4719,1
187.2,16.72,4720,1
343,18.62,4721,1
397.5,19.28,4722,1
226.5,18.7,4723,1
99.6,18.8,4724,1
138.4,17.1,4725,1
5.69,16.92,4726,1
137.3,7.9,4727,1
281.6,11.2,4728,1
492.5,12.1,4729,1
463.6,13.86,4730,1
722.8,14.48,4731,1
592,14.36,4732,1
361.3,15.3,4733,1
476.7,16.04,4734,1
262.3,15.8,4735,1
66.55,15.8,4736,1
11.61,6.2,4737,1
214.8,8.98,4738,1
352.8,12.6,4739,1
514.2,14.74,4740,1
603.3,16.94,4741,1
450.3,18.4,4742,1
607.6,19.3,4743,1
317.1,19.4,4744,1
234.3,19,4745,1
108,18.3,4746,1
20.82,16.4,4747,1
64.28,8,4748,1
260.6,11.5,4749,1
429.5,15.58,4750,1
580.5,18.1,4751,1
660,18.8,4752,1
603,20.68,4753,1
571,21.2,4754,1
502.5,22.8,4755,1
353.4,21.9,4756,1
108.9,20.42,4757,1
2.18,18.32,4758,1
117,9.8,4759,1
316.2,15.6,4760,1
472,18.12,4761,1
580.4,20.2,4762,1
637.5,22.2,4763,1
634.8,24.24,4764,1
555.4,24.44,4765,1
500,24.88,4766,1
347.9,24.78,4767,1
79.39,21.76,4768,1
3,9.9,4769,1
237.7,10.72,4770,1
304.8,14.6,4771,1
512.2,17.2,4772,1
608.4,19,4773,1
652.1,21.1,4774,1
634.7,23.36,4775,1
559.3,23.5,4776,1
429.6,24.2,4777,1
261.7,23.6,4778,1
88.4,22.4,4779,1
23.23,8.5,4780,1
225.9,11.8,4781,1
401.5,16.4,4782,1
539.3,18.4,4783,1
603.7,20.08,4784,1
661.1,21.94,4785,1
397.5,23.1,4786,1
289.1,22.9,4787,1
266.3,22.48,4788,1
132.7,22.02,4789,1
39.51,19.5,4790,1
41.57,10.5,4791,1
253.7,14.76,4792,1
424.7,16.8,4793,1
553.4,18.84,4794,1
611.6,19.58,4795,1
659.8,21.36,4796,1
611.8,22.6,4797,1
518.8,23.2,4798,1
366.1,23.2,4799,1
195.1,22.4,4800,1
26.43,20.98,4801,1
38.51,8.9,4802,1
92.3,9.8,4803,1
125.2,10.5,4804,1
194,11.3,4805,1
216.7,12.06,4806,1
224.8,13.2,4807,1
453.1,14.6,4808,1
482.7,16.3,4809,1
340.7,17.34,4810,1
155.5,17.4,4811,1
5.64,15.9,4812,1
23.88,10.1,4813,1
71,10.58,4814,1
101.3,10.8,4815,1
132.1,11.6,4816,1
246.4,12.9,4817,1
661.2,15.38,4818,1
601,18,4819,1
488.3,18.16,4820,1
338.4,17.7,4821,1
158.1,17.3,4822,1
1.04,14.8,4823,1
56.09,9.5,4824,1
150.3,10.48,4825,1
161,10.7,4826,1
305,12.3,4827,1
309.8,12.58,4828,1
316.9,13.88,4829,1
291,14.6,4830,1
358.7,14.32,4831,1
193.7,13.9,4832,1
147.2,13.7,4833,1
5.37,11.9,4834,1
24.9,9.4,4835,1
51.34,9.6,4836,1
111.1,10,4837,1
107.9,10.64,4838,1
137.6,11.8,4839,1
214,12.2,4840,1
704.4,15.32,4841,1
499,15.24,4842,1
336.2,16.54,4843,1
154.1,15.26,4844,1
6.04,12.96,4845,1
34.19,7.5,4846,1
89.9,7.9,4847,1
154.8,8.22,4848,1
147.7,8.9,4849,1
118.1,9.8,4850,1
111.4,10.1,4851,1
134.7,10.6,4852,1
99.2,10.6,4853,1
67.85,11.1,4854,1
38.62,11.5,4855,1
1.5,10.8,4856,1
17.83,7.7,4857,1
156.2,7.5,4858,1
485.8,10.64,4859,1
612.9,14.02,4860,1
689.5,17.2,4861,1
680.1,19.82,4862,1
628.7,19.46,4863,1
516.9,20.6,4864,1
366.2,20.4,4865,1
181.4,19.1,4866,1
10.45,17.4,4867,1
47.13,5.6,4868,1
337.3,11.9,4869,1
491.4,15.7,4870,1
614.9,14.9,4871,1
688.9,16.6,4872,1
699.6,18.4,4873,1
652.7,19.4,4874,1
548.1,19.52,4875,1
395.2,19.36,4876,1
207.9,16.9,4877,1
11.21,15.88,4878,1
108.9,3.2,4879,1
301.8,7.24,4880,1
480.5,12.1,4881,1
612.3,13.9,4882,1
691.4,16.22,4883,1
705.6,15.88,4884,1
664.7,15.9,4885,1
566.6,16.62,4886,1
418.1,17.24,4887,1
242.7,16.64,4888,1
53.39,15.4,4889,1
64.23,5.4,4890,1
265.1,8.76,4891,1
436.5,13.4,4892,1
587.5,14.72,4893,1
677.9,16.7,4894,1
700.8,18.3,4895,1
660.6,18.68,4896,1
454.5,18.7,4897,1
173.7,17.9,4898,1
238.7,18.06,4899,1
24.04,16.66,4900,1
19.38,6.98,4901,1
213.2,10.6,4902,1
386,14,4903,1
546.1,14.84,4904,1
656.3,16.58,4905,1
742.7,17.68,4906,1
698.8,18.78,4907,1
611.8,20.7,4908,1
487.4,21.5,4909,1
323.6,22.1,4910,1
120.3,21,4911,1
1.2,8,4912,1
169.2,9.6,4913,1
358.2,12.3,4914,1
521.7,14.6,4915,1
635.1,14.62,4916,1
742.9,15.42,4917,1
756.4,17.3,4918,1
708.2,18.26,4919,1
541.8,18.6,4920,1
373.1,18.5,4921,1
26.88,15,4922,1
26.06,14.14,4923,1
13.48,8.8,4924,1
98.1,9.42,4925,1
182.2,10.48,4926,1
256,10.6,4927,1
232.3,10.4,4928,1
436.4,11.48,4929,1
724.5,13.4,4930,1
470.1,13.9,4931,1
213.5,14.28,4932,1
307.1,15.34,4933,1
89.1,13.88,4934,1
11.06,4.44,4935,1
244.5,8,4936,1
426.8,11.34,4937,1
577.7,13.42,4938,1
677.5,14.32,4939,1
721.6,15.7,4940,1
702.5,16.38,4941,1
626.1,17.7,4942,1
500.5,18.62,4943,1
320.9,18.8,4944,1
131.6,18,4945,1
1.86,8.8,4946,1
117.9,9.7,4947,1
244.8,10.56,4948,1
303.6,11.42,4949,1
437,13.2,4950,1
409.8,14.2,4951,1
774.9,16.46,4952,1
683.6,16.44,4953,1
690.2,15.84,4954,1
147.6,13.7,4955,1
34.67,13.7,4956,1
11.8,13.7,4957,1
84.3,6.3,4958,1
283.6,8.8,4959,1
460.3,11.4,4960,1
605.3,13.64,4961,1
697.6,14.76,4962,1
731.9,15.7,4963,1
709.9,16.64,4964,1
617.4,17.62,4965,1
473.1,18.14,4966,1
315.5,18,4967,1
111.2,17.4,4968,1
6.95,4.36,4969,1
203.6,6.74,4970,1
396.5,12.2,4971,1
557.9,13.76,4972,1
676.3,15.22,4973,1
743.9,16.56,4974,1
740.2,17.88,4975,1
680.8,18.58,4976,1
559.6,18.84,4977,1
399.1,18.74,4978,1
209.9,18.44,4979,1
13.81,16.3,4980,1
98.5,6.2,4981,1
291.3,11.3,4982,1
475.9,15.14,4983,1
622.5,17.46,4984,1
721.4,19.4,4985,1
746.9,20.6,4986,1
729.5,21.3,4987,1
629.2,21.7,4988,1
493.6,21.3,4989,1
314.8,22.2,4990,1
117,20.1,4991,1
5.73,5.5,4992,1
197.7,8.44,4993,1
396,12.7,4994,1
562.9,16.34,4995,1
685.3,18.1,4996,1
753.8,20.68,4997,1
758.5,21.5,4998,1
698.1,21.9,4999,1
582.5,22.42,5000,1
420.5,22.7,5001,1
229.2,22.1,5002,1
22.72,21,5003,1
78.15,5.8,5004,1
273.8,12.6,5005,1
460.5,16.98,5006,1
615,19.4,5007,1
712.5,21.04,5008,1
755.1,21.36,5009,1
736.2,23,5010,1
651.6,24.02,5011,1
511.5,24.68,5012,1
338.8,22.98,5013,1
134.7,22.2,5014,1
5.42,19.2,5015,1
154.8,8.24,5016,1
360,14.38,5017,1
539,18.1,5018,1
620.6,20.4,5019,1
731.5,22.6,5020,1
791.7,23.8,5021,1
713.9,24,5022,1
641.9,24.8,5023,1
517.8,25.06,5024,1
288,24.44,5025,1
87.9,23,5026,1
17.7,7.3,5027,1
223.5,11,5028,1
418.1,13.76,5029,1
583.7,16.9,5030,1
701.9,19.5,5031,1
766.6,20.84,5032,1
764,22.8,5033,1
697.9,23.46,5034,1
583.8,22.88,5035,1
416.3,23,5036,1
221.4,22.06,5037,1
27.75,20.8,5038,1
70.63,11.62,5039,1
256.6,13.74,5040,1
357.1,20,5041,1
598.7,22.2,5042,1
767.2,22.92,5043,1
484.8,23.2,5044,1
481.4,23.7,5045,1
503.6,23.6,5046,1
201.9,23.18,5047,1
137.6,23,5048,1
53.49,22.1,5049,1
1.55,20.56,5050,1
11.76,13,5051,1
23.44,12.4,5052,1
140.5,12.92,5053,1
122.5,14.06,5054,1
226,14.9,5055,1
164.2,15.7,5056,1
306.8,17.7,5057,1
399.3,18.6,5058,1
192.2,18.2,5059,1
153.7,17.3,5060,1
67.4,17.1,5061,1
1.13,9.2,5062,1
175.2,9.48,5063,1
372.5,12.2,5064,1
518.1,14.4,5065,1
677.6,17,5066,1
757.4,19.4,5067,1
778.9,21.4,5068,1
691.4,22.6,5069,1
594.6,24.2,5070,1
442.6,24.32,5071,1
224.7,23.7,5072,1
67.48,23.2,5073,1
11.89,14.4,5074,1
152.9,14.78,5075,1
383.7,17.5,5076,1
564.5,20.14,5077,1
693.2,21.9,5078,1
764.2,23.18,5079,1
395,24.1,5080,1
573.4,24.04,5081,1
610.2,24.38,5082,1
257.2,25.4,5083,1
210.8,24.6,5084,1
37.12,23,5085,1
36.43,13.7,5086,1
132.6,15.7,5087,1
580.5,21.5,5088,1
255.2,21.9,5089,1
564.1,25.5,5090,1
767.7,26.5,5091,1
738.9,27.98,5092,1
757.8,28.88,5093,1
533.5,29.4,5094,1
389.4,29.18,5095,1
192,28.26,5096,1
30.58,25.42,5097,1
19.82,16.3,5098,1
113.2,16.2,5099,1
467.1,18.98,5100,1
554.1,22.9,5101,1
789.3,24.12,5102,1
381.6,23.76,5103,1
802,24.9,5104,1
626.6,25.2,5105,1
437.4,24.5,5106,1
454.7,24.6,5107,1
176.6,24.26,5108,1
17.16,20.3,5109,1
29.96,10.2,5110,1
73.44,11.62,5111,1
175.8,13.42,5112,1
322.6,16.1,5113,1
499.3,17.76,5114,1
409.9,19.1,5115,1
524,20.36,5116,1
635.7,21.9,5117,1
414.1,21.7,5118,1
321.5,21.2,5119,1
102.3,20,5120,1
28.2,18.4,5121,1
17.14,11.2,5122,1
299,14.1,5123,1
475.7,16.9,5124,1
597.3,19.42,5125,1
682.8,21.04,5126,1
797.8,21.8,5127,1
795,23,5128,1
692.8,23.84,5129,1
589.9,24.38,5130,1
445.5,24.3,5131,1
256,23.3,5132,1
57.99,21.8,5133,1
65.29,6,5134,1
254.9,10.4,5135,1
456.8,13.88,5136,1
542.3,17.14,5137,1
769.8,18.3,5138,1
783.2,20.8,5139,1
799.4,21.3,5140,1
735.4,22.56,5141,1
612.1,23.5,5142,1
446.8,24.18,5143,1
259.5,23.82,5144,1
66.2,23.2,5145,1
45.27,7.6,5146,1
247.2,12.7,5147,1
446.8,16.52,5148,1
615.1,19.26,5149,1
734.7,21.84,5150,1
836,22.9,5151,1
776.4,24.62,5152,1
714.6,24.62,5153,1
662.9,27.3,5154,1
503.6,27.1,5155,1
275.3,27.3,5156,1
97.4,24.48,5157,1
20.78,10.2,5158,1
137.2,14.12,5159,1
342,17.2,5160,1
378.6,18.32,5161,1
383.7,18.6,5162,1
583.5,20.7,5163,1
430.4,22.54,5164,1
399.1,22.92,5165,1
360.1,22.72,5166,1
293,23.02,5167,1
288.5,22,5168,1
67.62,21.62,5169,1
3.01,8.4,5170,1
105.6,10.82,5171,1
387.3,15.04,5172,1
540.7,17.7,5173,1
702.8,18.64,5174,1
770.5,21,5175,1
807,22.28,5176,1
661.8,23.02,5177,1
477.4,23.1,5178,1
303.1,23.5,5179,1
335.7,23.7,5180,1
134,22.1,5181,1
1.89,19.5,5182,1
90,11.66,5183,1
232.5,14.94,5184,1
259.2,16.1,5185,1
500.2,17.82,5186,1
250.4,19.22,5187,1
385.6,19.72,5188,1
444.5,19.7,5189,1
224.3,20.88,5190,1
385.7,20.5,5191,1
232.9,19.9,5192,1
96.8,18.9,5193,1
7.6,17.3,5194,1
36.34,10.5,5195,1
104.7,11.9,5196,1
253,13,5197,1
381.4,15.3,5198,1
365.4,15.66,5199,1
335.1,16.3,5200,1
930,18.82,5201,1
819,19.78,5202,1
628.9,20.18,5203,1
481.9,19.3,5204,1
258.9,19.5,5205,1
37.58,17.4,5206,1
41.72,9.6,5207,1
107.5,10.68,5208,1
265.5,12.34,5209,1
259,13.2,5210,1
330.1,14.52,5211,1
587,16.2,5212,1
442.2,17.6,5213,1
322.2,18.4,5214,1
322.4,19.66,5215,1
390.3,19.1,5216,1
390.8,20,5217,1
140.6,19.4,5218,1
4.97,8,5219,1
159.1,7.8,5220,1
358.6,11.06,5221,1
548.5,13.94,5222,1
688.2,16,5223,1
791.8,18.76,5224,1
833,21.14,5225,1
809,22.62,5226,1
723.4,24.7,5227,1
612.4,24.08,5228,1
419.4,24.62,5229,1
212.5,23.7,5230,1
32.38,22.36,5231,1
81,11,5232,1
281.2,15.9,5233,1
469.6,19.46,5234,1
632.6,22.18,5235,1
756.1,22.9,5236,1
822,24.92,5237,1
825,27.1,5238,1
763,27.34,5239,1
640.8,27.8,5240,1
484.5,28.12,5241,1
294.7,26.6,5242,1
102.7,26.3,5243,1
12.1,13.8,5244,1
195.9,16.26,5245,1
392.8,20.7,5246,1
572.9,23.8,5247,1
712.7,24.94,5248,1
804,26.9,5249,1
833,27.8,5250,1
796.1,29.36,5251,1
703.8,29.8,5252,1
563.5,29.3,5253,1
391.3,28.4,5254,1
194.5,27,5255,1
14.13,22.9,5256,1
99.6,12,5257,1
206.8,14.2,5258,1
296.2,15.82,5259,1
582.3,19,5260,1
781.4,21.6,5261,1
844,23.82,5262,1
845,24.8,5263,1
785.7,27.06,5264,1
314.2,27.04,5265,1
278.5,26.8,5266,1
159.5,27.4,5267,1
67.08,26.1,5268,1
14.45,9.2,5269,1
213.9,12.8,5270,1
397.7,15.9,5271,1
586.7,18.8,5272,1
733.8,21.9,5273,1
825,24.6,5274,1
855,25.86,5275,1
823,27.3,5276,1
733.7,28.4,5277,1
582.7,28.9,5278,1
403.1,28.64,5279,1
206.2,27.7,5280,1
18.4,25.8,5281,1
104.9,11.6,5282,1
307.3,16.52,5283,1
558.7,21,5284,1
705.6,23.88,5285,1
891,25.32,5286,1
846,25.38,5287,1
632.4,27.08,5288,1
723,28.66,5289,1
752.7,28.82,5290,1
416.4,27.8,5291,1
205,27.1,5292,1
90.8,25.5,5293,1
2.56,9,5294,1
196.4,10.78,5295,1
362.7,13.38,5296,1
555.5,15.64,5297,1
690.6,17.14,5298,1
795,19.84,5299,1
839,21.6,5300,1
865,22.98,5301,1
848,22.1,5302,1
693.1,21.5,5303,1
144.5,22.38,5304,1
58.07,20.9,5305,1
47.8,20.2,5306,1
65.96,4.24,5307,1
270.2,8.3,5308,1
484.2,12.2,5309,1
634.1,14.1,5310,1
861,15.66,5311,1
569.1,17.1,5312,1
788.3,17.7,5313,1
605.5,18.42,5314,1
695.8,20,5315,1
567.4,20.66,5316,1
386.3,20.18,5317,1
176.5,19.9,5318,1
5.04,18.6,5319,1
128.1,8.1,5320,1
331.8,10.3,5321,1
527.9,12.04,5322,1
693.5,15.56,5323,1
808,18.24,5324,1
867,19.16,5325,1
863,20.18,5326,1
797.6,21.2,5327,1
669.1,21.54,5328,1
505.5,21.4,5329,1
313.7,21,5330,1
111.6,20.14,5331,1
4.95,5.56,5332,1
180,7.96,5333,1
380.7,14.04,5334,1
569.3,17.46,5335,1
723.9,19.74,5336,1
830,21,5337,1
877,22.1,5338,1
857,24.32,5339,1
776.4,23.78,5340,1
638.3,24.9,5341,1
461.7,24.48,5342,1
257.4,24.1,5343,1
68.54,22.02,5344,1
43.01,6.2,5345,1
226.2,8.88,5346,1
439,12.64,5347,1
612.9,15.1,5348,1
754.7,16.88,5349,1
847,19.58,5350,1
887,20.7,5351,1
753,22.1,5352,1
689.1,22.34,5353,1
545,21.8,5354,1
259.7,21.1,5355,1
77.99,18.7,5356,1
16.63,16,5357,1
52.55,7.7,5358,1
116.8,9.12,5359,1
148.6,10.5,5360,1
285.9,11.82,5361,1
376.9,13.06,5362,1
274.2,13.92,5363,1
184.2,12.86,5364,1
116.5,10.1,5365,1
177.4,11.5,5366,1
116.3,11.9,5367,1
166.1,11.84,5368,1
189.9,11.5,5369,1
9.5,10.8,5370,1
117.7,4.68,5371,1
256.7,8.5,5372,1
501.2,10.34,5373,1
695.4,12.16,5374,1
789.1,14.3,5375,1
865,15.6,5376,1
910,16.6,5377,1
836,18.12,5378,1
568.2,17.34,5379,1
384,16.76,5380,1
204.9,16.56,5381,1
98.8,15.9,5382,1
0.83,14.5,5383,1
3.47,7.9,5384,1
11.58,7.5,5385,1
43.87,7.7,5386,1
114.3,8,5387,1
388.6,9.3,5388,1
220.3,10.26,5389,1
222.9,11,5390,1
713.6,12.66,5391,1
98,8.2,5392,1
292.1,11.14,5393,1
40.54,10.52,5394,1
94.1,8.2,5395,1
4.15,5.8,5396,1
157.6,7.6,5397,1
362.5,10.32,5398,1
191.5,12.02,5399,1
152.7,12.66,5400,1
911,15,5401,1
200.9,14.5,5402,1
236.4,15.9,5403,1
930,16.36,5404,1
752.8,16.7,5405,1
573.4,16.8,5406,1
318.9,16.1,5407,1
125.6,15.5,5408,1
3.95,5.3,5409,1
137.3,6.6,5410,1
315.2,11.24,5411,1
485.8,13.7,5412,1
613.2,15.24,5413,1
868,17.42,5414,1
856,18.7,5415,1
949,19.68,5416,1
769.7,20.26,5417,1
730.7,20.9,5418,1
473.7,21.9,5419,1
377.3,20.78,5420,1
115.6,19.88,5421,1
5.17,8.1,5422,1
72.54,8.2,5423,1
364.2,12.7,5424,1
556.5,14.76,5425,1
716.6,18.3,5426,1
836,20.7,5427,1
892,22.1,5428,1
889,23.66,5429,1
829,23.86,5430,1
705.1,23.12,5431,1
531.1,23.46,5432,1
331.6,23,5433,1
143,22.1,5434,1
2.26,6.9,5435,1
97,7.92,5436,1
371.3,13.16,5437,1
540.6,16.6,5438,1
789.8,18.36,5439,1
767.3,19.62,5440,1
838,21.3,5441,1
796.2,22.62,5442,1
817,23.5,5443,1
700.4,23.64,5444,1
546,24.34,5445,1
370.2,23.2,5446,1
161.4,22.9,5447,1
4.53,21.4,5448,1
159.4,10,5449,1
283.2,12.8,5450,1
561.2,15.3,5451,1
691,17.9,5452,1
644.1,19.94,5453,1
858,21.8,5454,1
923,23.46,5455,1
850,25,5456,1
745.3,25.98,5457,1
586.3,26.16,5458,1
389.3,26.82,5459,1
183.2,25.9,5460,1
6.15,24.3,5461,1
115.3,12.54,5462,1
320.3,14.2,5463,1
524.4,17.7,5464,1
683.6,20.12,5465,1
809,22.6,5466,1
885,25.2,5467,1
898,25.28,5468,1
857,25.96,5469,1
720.2,26.46,5470,1
592.7,24.14,5471,1
411.5,22.94,5472,1
214.6,20.7,5473,1
25.73,17.58,5474,1
95,9.04,5475,1
293.1,10.1,5476,1
498.7,11.7,5477,1
676,13.4,5478,1
820,15.08,5479,1
908,15.8,5480,1
934,16.68,5481,1
889,17.4,5482,1
786.7,18.34,5483,1
634.5,18.7,5484,1
456.1,18.3,5485,1
254.1,18.1,5486,1
59.27,17.4,5487,1
46.69,7.4,5488,1
249.4,9.1,5489,1
454.1,10.9,5490,1
640.2,13.6,5491,1
789.9,16.5,5492,1
885,18.98,5493,1
926,20.62,5494,1
903,22.46,5495,1
817,23.22,5496,1
672.7,23.5,5497,1
497.6,23.2,5498,1
302.2,22.9,5499,1
94.1,22.1,5500,1
8.19,10.7,5501,1
200.7,12.34,5502,1
411.2,15.8,5503,1
603.2,19.54,5504,1
764.4,21.88,5505,1
877,23.04,5506,1
936,24.46,5507,1
930,25.5,5508,1
855,26.42,5509,1
727.1,26.94,5510,1
556.4,27.2,5511,1
357.7,26.98,5512,1
153.5,26.7,5513,1
1.5,22.7,5514,1
132.7,11.4,5515,1
341.2,15.82,5516,1
540,20.1,5517,1
712.2,21.76,5518,1
844,23.3,5519,1
918,24.48,5520,1
929,26,5521,1
877,26.86,5522,1
773,27.64,5523,1
615.8,28.52,5524,1
426.7,28.4,5525,1
224.5,27.78,5526,1
35.04,25.38,5527,1
69.66,10.6,5528,1
263.8,15.2,5529,1
465.6,18.68,5530,1
644.4,21.3,5531,1
791.2,24.24,5532,1
886,26.6,5533,1
920,27.7,5534,1
892,28.32,5535,1
804,29.2,5536,1
658.9,29.02,5537,1
484,28.98,5538,1
284.2,28.88,5539,1
93.9,28.12,5540,1
9.14,11.72,5541,1
181.7,14.9,5542,1
383.7,16.9,5543,1
574.6,20.06,5544,1
734.7,22.8,5545,1
851,25.5,5546,1
907,26.74,5547,1
902,28.66,5548,1
836,29.38,5549,1
711.2,30,5550,1
679.2,30.24,5551,1
191.6,29.04,5552,1
85.2,27.3,5553,1
5.99,25.2,5554,1
99.3,10.14,5555,1
263.9,12.4,5556,1
491.6,14.64,5557,1
663.9,17.96,5558,1
804,19.64,5559,1
857,22.78,5560,1
904,24.46,5561,1
873,26.6,5562,1
585.1,27.32,5563,1
351.7,27.18,5564,1
191.4,25.3,5565,1
107.9,23.12,5566,1
24.79,20.68,5567,1
9.6,10.6,5568,1
69.71,11.14,5569,1
114.2,11.2,5570,1
172.1,11.74,5571,1
355.3,13.8,5572,1
544.7,15.9,5573,1
800,19.08,5574,1
864,20.52,5575,1
860,21.1,5576,1
575,21.42,5577,1
375.6,19.9,5578,1
158.7,18.8,5579,1
71.37,17.3,5580,1
3.94,15.6,5581,1
42.98,10.44,5582,1
158.5,11.3,5583,1
486,14.28,5584,1
655.5,17.22,5585,1
787.7,19.1,5586,1
862,20.52,5587,1
891,21.6,5588,1
921,23.12,5589,1
523.1,23.94,5590,1
555.6,23.82,5591,1
538.6,24.7,5592,1
238,24.1,5593,1
68.34,22.2,5594,1
26.13,9.2,5595,1
198.9,11.84,5596,1
398.6,14.3,5597,1
583.9,15.74,5598,1
740.7,18.78,5599,1
849,20,5600,1
901,22.06,5601,1
872,24.2,5602,1
842,24.58,5603,1
695.3,25,5604,1
469.1,25.1,5605,1
184.2,23.6,5606,1
112.5,23.6,5607,1
2.46,19.7,5608,1
81.3,12.2,5609,1
141.4,12.7,5610,1
370.4,14.34,5611,1
843,16.02,5612,1
842,17.24,5613,1
833,19.52,5614,1
1062,20.86,5615,1
836,20.98,5616,1
852,21.5,5617,1
259.2,20.98,5618,1
194.8,19.7,5619,1
104.3,18.4,5620,1
17.62,16.5,5621,1
10.24,11,5622,1
230.8,11.6,5623,1
474.8,12.52,5624,1
307.5,13.98,5625,1
728.7,16.94,5626,1
977,16.64,5627,1
851,18.2,5628,1
879,19.38,5629,1
466.1,18.96,5630,1
252.2,20.5,5631,1
655.8,20.6,5632,1
401.2,20.4,5633,1
198.3,20.22,5634,1
19.54,18.3,5635,1
79.56,8.6,5636,1
268.8,12.3,5637,1
429,14.82,5638,1
641.6,16.76,5639,1
786.9,18.32,5640,1
880,19.9,5641,1
906,21.2,5642,1
895,22.08,5643,1
829,23.2,5644,1
691.8,24.3,5645,1
523.7,24.6,5646,1
334.9,24.44,5647,1
136,23.9,5648,1
3.84,9.5,5649,1
148.3,11.5,5650,1
347.7,16.26,5651,1
542.5,20,5652,1
711.8,21.2,5653,1
850,23.04,5654,1
920,24.7,5655,1
937,26.08,5656,1
895,27.6,5657,1
791.3,27.68,5658,1
643.4,27.78,5659,1
463.6,28,5660,1
148.6,27.2,5661,1
65.01,25.7,5662,1
10.94,12.9,5663,1
199.3,15.14,5664,1
399.4,17.86,5665,1
585.4,19.82,5666,1
742.9,22.24,5667,1
858,25.8,5668,1
918,27.12,5669,1
934,27.56,5670,1
837,28.48,5671,1
712.9,28.68,5672,1
439.2,29.6,5673,1
427.7,29.7,5674,1
214.4,28.18,5675,1
22.83,24.38,5676,1
60.84,11.8,5677,1
257.2,13.8,5678,1
